index,freq_hz,real,imag
       1158,27140.62,          0,          0
       1159,27164.06,          0,          0
       1160,27187.50,         -1,          0
       1161,27210.94,          0,         -1
       1162,27234.38,         -1,          0
       1163,27257.81,          0,          0
       1164,27281.25,          0,          0
       1165,27304.69,          0,          0
       1166,27328.12,          0,          0
       1167,27351.56,          0,          0
       1168,27375.00,         -1,          0
       1169,27398.44,          0,          0
       1170,27421.88,         -1,         -1
       1171,27445.31,          0,          0
       1172,27468.75,          0,          0
       1173,27492.19,         -1,         -1
       1174,27515.62,         -1,         -1
       1175,27539.06,         -1,         -1
       1176,27562.50,          0,          0
       1177,27585.94,          0,          0
       1178,27609.38,          0,          0
       1179,27632.81,          0,          0
       1180,27656.25,          0,         -1
       1181,27679.69,          0,          0
       1182,27703.12,          0,          0
       1183,27726.56,          0,          0
       1184,27750.00,          0,          0
       1185,27773.44,          0,          0
       1186,27796.88,          0,          0
       1187,27820.31,          0,          0
       1188,27843.75,          0,         -1
       1189,27867.19,          0,          0
       1190,27890.62,          0,          0
       1191,27914.06,          0,         -1
       1192,27937.50,          0,          0
       1193,27960.94,          0,          0
       1194,27984.38,          0,          0
       1195,28007.81,          0,          0
       1196,28031.25,          0,          0
       1197,28054.69,          0,          0
       1198,28078.12,          0,          0
       1199,28101.56,          0,          0
       1200,28125.00,          0,          0
       1201,28148.44,          0,          0
       1202,28171.88,          0,          0
       1203,28195.31,          0,          0
       1204,28218.75,          0,          0
       1205,28242.19,          0,          0
       1206,28265.62,          0,          0
       1207,28289.06,          0,         -1
       1208,28312.50,          0,         -1
       1209,28335.94,          0,         -1
       1210,28359.38,          0,          0
       1211,28382.81,          0,          0
       1212,28406.25,          0,          0
       1213,28429.69,          0,          0
       1214,28453.12,          0,          0
       1215,28476.56,          0,          0
       1216,28500.00,          0,          0
       1217,28523.44,          0,          0
       1218,28546.88,          0,          0
       1219,28570.31,         -1,          0
       1220,28593.75,          0,          0
       1221,28617.19,          0,          0
       1222,28640.62,          0,          0
       1223,28664.06,          0,          0
       1224,28687.50,          0,          0
       1225,28710.94,          0,          0
       1226,28734.38,          0,          0
       1227,28757.81,          0,          0
       1228,28781.25,         -1,          0
       1229,28804.69,          0,          0
       1230,28828.12,          0,         -1
       1231,28851.56,          0,         -1
       1232,28875.00,          0,         -1
       1233,28898.44,          0,          0
       1234,28921.88,         -1,          0
       1235,28945.31,          0,          0
       1236,28968.75,         -1,         -1
       1237,28992.19,         -1,         -1
       1238,29015.62,          0,          0
       1239,29039.06,         -1,         -1
       1240,29062.50,          0,          0
       1241,29085.94,          0,          0
       1242,29109.38,          0,          0
       1243,29132.81,          0,          0
       1244,29156.25,          0,          0
       1245,29179.69,          0,          0
       1246,29203.12,         -1,          0
       1247,29226.56,          0,         -1
       1248,29250.00,          0,          0
       1249,29273.44,          0,          0
       1250,29296.88,          0,          0
       1251,29320.31,          0,          0
       1252,29343.75,          0,         -1
       1253,29367.19,          0,         -1
       1254,29390.62,          0,          0
       1255,29414.06,          0,          0
       1256,29437.50,          0,          0
       1257,29460.94,          0,          0
       1258,29484.38,         -1,          0
       1259,29507.81,         -1,          0
       1260,29531.25,         -1,          0
       1261,29554.69,          0,          0
       1262,29578.12,          0,          0
       1263,29601.56,          0,          0
       1264,29625.00,          0,         -1
       1265,29648.44,          0,          0
       1266,29671.88,          0,          0
       1267,29695.31,          0,          0
       1268,29718.75,         -1,          0
       1269,29742.19,          0,          0
       1270,29765.62,          0,          0
       1271,29789.06,          0,         -1
       1272,29812.50,          0,          0
       1273,29835.94,          0,         -1
       1274,29859.38,          0,          0
       1275,29882.81,          0,          0
       1276,29906.25,          0,         -1
       1277,29929.69,         -1,          0
       1278,29953.12,         -1,          0
       1279,29976.56,         -1,          0
       1280,30000.00,          0,          0
       1281,30023.44,          0,          0
       1282,30046.88,          0,          0
       1283,30070.31,          0,          0
       1284,30093.75,          0,          0
       1285,30117.19,          0,          0
       1286,30140.62,         -1,          0
       1287,30164.06,          0,          0
       1288,30187.50,         -1,          0
       1289,30210.94,         -1,          0
       1290,30234.38,          0,          0
       1291,30257.81,          0,          0
       1292,30281.25,         -1,          0
       1293,30304.69,          0,          0
       1294,30328.12,         -1,          0
       1295,30351.56,          0,          0
       1296,30375.00,         -1,          0
       1297,30398.44,          0,          0
       1298,30421.88,          0,          0
       1299,30445.31,          0,          0
       1300,30468.75,         -1,          0
       1301,30492.19,         -1,         -1
       1302,30515.62,          0,         -1
       1303,30539.06,         -1,         -1
       1304,30562.50,          0,          0
       1305,30585.94,          0,          0
       1306,30609.38,          0,          0
       1307,30632.81,          0,          0
       1308,30656.25,          0,          0
       1309,30679.69,          0,          0
       1310,30703.12,          0,          0
       1311,30726.56,          0,          0
       1312,30750.00,          0,          0
       1313,30773.44,          0,          0
       1314,30796.88,          0,          0
       1315,30820.31,          0,          0
       1316,30843.75,         -1,         -1
       1317,30867.19,          0,         -1
       1318,30890.62,         -1,          0
       1319,30914.06,          0,          0
       1320,30937.50,          0,          0
       1321,30960.94,          0,          0
       1322,30984.38,          0,         -1
       1323,31007.81,         -1,          0
       1324,31031.25,          0,          0
       1325,31054.69,          0,         -1
       1326,31078.12,          0,          0
       1327,31101.56,          0,          0
       1328,31125.00,          0,          0
       1329,31148.44,          0,          0
       1330,31171.88,          0,          0
       1331,31195.31,          0,          0
       1332,31218.75,         -1,         -1
       1333,31242.19,         -1,          0
       1334,31265.62,          0,          0
       1335,31289.06,          0,         -1
       1336,31312.50,          0,          0
       1337,31335.94,          0,          0
       1338,31359.38,         -1,          0
       1339,31382.81,          0,          0
       1340,31406.25,          0,         -1
       1341,31429.69,          0,          0
       1342,31453.12,         -1,          0
       1343,31476.56,          0,          0
       1344,31500.00,          0,          0
       1345,31523.44,          0,          0
       1346,31546.88,          0,          0
       1347,31570.31,          0,          0
       1348,31593.75,          0,          0
       1349,31617.19,          0,          0
       1350,31640.62,          0,          0
       1351,31664.06,          0,          0
       1352,31687.50,          0,          0
       1353,31710.94,          0,          0
       1354,31734.38,          0,          0
       1355,31757.81,          0,          0
       1356,31781.25,          0,          0
       1357,31804.69,          0,          0
       1358,31828.12,         -1,          0
       1359,31851.56,          0,         -1
       1360,31875.00,          0,          0
       1361,31898.44,         -1,          0
       1362,31921.88,          0,          0
       1363,31945.31,          0,          0
       1364,31968.75,         -1,          0
       1365,31992.19,         -1,          0
       1366,32015.62,          0,          0
       1367,32039.06,         -1,         -1
       1368,32062.50,          0,         -1
       1369,32085.94,          0,          0
       1370,32109.38,         -1,          0
       1371,32132.81,          0,          0
       1372,32156.25,          0,          0
       1373,32179.69,          0,          0
       1374,32203.12,         -1,          0
       1375,32226.56,          0,          0
       1376,32250.00,          0,          0
       1377,32273.44,          0,          0
       1378,32296.88,          0,          0
       1379,32320.31,          0,          0
       1380,32343.75,          0,          0
       1381,32367.19,          0,          0
       1382,32390.62,          0,          0
       1383,32414.06,          0,          0
       1384,32437.50,         -1,         -1
       1385,32460.94,          0,          0
       1386,32484.38,         -1,          0
       1387,32507.81,         -1,          0
       1388,32531.25,          0,          0
       1389,32554.69,          0,         -1
       1390,32578.12,         -1,         -1
       1391,32601.56,          0,          0
       1392,32625.00,          0,          0
       1393,32648.44,          0,         -1
       1394,32671.88,          0,          0
       1395,32695.31,          0,          0
       1396,32718.75,          0,          0
       1397,32742.19,          0,          0
       1398,32765.62,          0,          0
       1399,32789.06,          0,          0
       1400,32812.50,         -1,          0
       1401,32835.94,          0,         -1
       1402,32859.38,          0,         -1
       1403,32882.81,          0,         -1
       1404,32906.25,         -1,         -1
       1405,32929.69,         -1,          0
       1406,32953.12,          0,          0
       1407,32976.56,          0,          0
       1408,33000.00,          0,          0
       1409,33023.44,          0,          0
       1410,33046.88,         -1,          0
       1411,33070.31,         -1,          0
       1412,33093.75,          0,          0
       1413,33117.19,          0,          0
       1414,33140.62,          0,          0
       1415,33164.06,          0,          0
